Title,company,location,job_type,work_mode,Experience_level,Experience_year,categories,department,skills
Finished Good Storekeeper,Dabur,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Logistics/Supply Chain,Logistics,"['Warehouse Management', 'Warehouse Management System']"
Production Manager,Print Hub,"Abu Rawash, Giza, Egypt",Full Time,On-site,Manager,9+ Yrs of Exp,Operations/Management,Operations/Management,"['Manufacturing/Production', 'Production Management', 'Team Leadership', 'Process Optimization', 'Quality Assurance', 'Problem Solving', 'Inventory Management', 'Project Management', 'Communication']"
Senior UI/UX Designer,Softxpert Incorporation,"Bolkly, Alexandria, Egypt",Full Time,Hybrid,Experienced,4+ Yrs of Exp,Creative/Design/Art,IT/Software Development,"['UI Design', 'UX Design', 'Wireframing', 'Prototyping', 'User Research', 'Usability Testing', 'Interaction Design', 'Visual Design']"
Senior Accountant (Inventory),Al Mostafa For Trading And Supplies,"Obour City, Cairo, Egypt",Full Time,On-site,Experienced,7+ Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Inventory management and stock control', 'Cost calculation and inventory valuation', 'General accounting and journal entries', 'Financial reporting and reconciliation', 'Month-end and year-end closing', 'Audit support and compliance', 'Process improvement and workflow optimization', 'Al-Motakamel ERP System', 'Microsoft Excel']"
IT Supervisor,Confidential,"Alexandria, Egypt",Full Time,On-site,Manager,6 - 8 Yrs of Exp,IT/Software Development,IT Operations Management,"['Team Leadership', 'Network Administration', 'IT Security', 'Information Technology (IT)', 'Communication', 'Negotiation', 'Multitasking']"
Logistics Officer (Permittee),"My Truck Logistics, LLC","Cairo, Egypt",Full Time,Remote,Experienced,Logistics/Supply Chain,Logistics/Supply Chain,Logistics,"['Management', 'Supply Chain', 'Communication', 'Transportation', 'Permits', 'Support Services']"
Fleet Supervisor,Shabana Group,"Obour City, Cairo, Egypt",Full Time,On-site,Manager,5 - 7 Yrs of Exp,Administration,Logistics/Supply Chain,"['Operations/Management', 'Fleet Management', 'Logistics Coordination', 'Fleet Maintenance Planning', 'Communication', 'Problem Solving', 'Multitasking']"
Personnel Specialist,El Mohandess Print House,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Human Resources,Human Resources,"['Personnel', 'Personnel Administration', 'Personnel Affairs', 'Labor law knowledge', 'Medical Insurance']"
General Accountant,QUARTZ water solution,"Obour City, Cairo, Egypt",Full Time,On-site,Experienced,10+ Yrs of Exp,Accounting/Finance,Banking,"['Financial Reporting', 'Budgeting and Forecasting', 'Analytical Thinking', 'Attention to Detail', 'Communication Skills']"
Plumbing / FireFighting BIM Engineer,ACE Consulting Engineers  (Moharram - Bakhoum,"Dokki, Giza, Egypt",Full Time,On-site,Experienced,3 - 7 Yrs of Exp,Engineering - Mechanical/Electrical,BIM Modeling,"['Plumbing System Design', 'Firefighting System Design', 'Autodesk Revit MEP', 'Navisworks', 'AutoCAD', 'Clash Detection']"
IT Specialist,Dakahlia Group,"Mit Ghamr, Dakahlia, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,IT/Software Development,Network Administration,"['System Troubleshooting', 'Hardware Installation', 'Software Configuration', 'IT Security', 'Technical Support']"
Network Engineer,Confidential,"Misratah, Libya",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Network Engineering', 'Network Security', 'Local area network', 'Networking', 'IT Service Management']"
Distribution Manager,Confidential,"Giza, Egypt",Full Time,On-site,Manager,12+ Yrs of Exp,Operations/Management,Sales/Retail,"['Distribution', 'Sales', 'Sales Target', 'distribution planning', 'sales distribution', 'MBA', 'analysis']"
Solution Architect,Confidential,"Riyadh, Saudi Arabia",Full Time,On-site,Experienced,7 - 10 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Enterprise Architecture', 'Solution Architecture', 'Cloud Computing']"
Senior Odoo Developer,Smart Technology Solutions,"Cairo, Egypt",Full Time,On-site,Experienced,2 - 3 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Odoo Implementation', 'Technical Support', 'Problem Solving', 'Business Process Analysis', 'ERP Customization']"
Accountant,Blue Rock,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,2+ Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Financial Reporting', 'General Ledger Management', 'Accounts Payable', 'Accounts Receivable', 'Analytical Thinking', 'Accounting Software Proficiency', 'Financial Accounting', 'Accounting', 'Value Added Tax']"
Industrial Cost Accountant - El Sadat City,Fine seeds Int.,"Agouza, Giza, Egypt",Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Accounting/Finance,Industrial cost analysis,['Inventory control & stock valuation']
Call Center Agent,Click ITS,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,1+ Yrs of Exp,Administration,Customer Service/Support,"['Multitasking', 'Time Management', 'Customer Service', 'Communication', 'Attention to Detail']"
Talent Acquisition Specialist,ADC-Architecture&Design Consultants,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Human Resources,Recruitment,"['Interviewing', 'Talent Acquisition', 'Time Management', 'Organizational Skills', 'Communication']"
Senior Software Technical Support Engineer,GET Group- Egypt,"Sheraton, Cairo, Egypt",Full Time,Hybrid,Experienced,5 - 7 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Technical troubleshooting', 'Networking', 'Software support', 'Linux Operating System', 'Linux System Administration', 'Microsoft SQL Server', 'SQL Server', 'Operating systems (Windows/Linux)']"
Senior Production Engineer,Dr.Greiche,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Manufacturing/Production,Manufacturing/Production,"['Production Engineering', 'Product Management', 'Process Improvement', 'Manufacturing Operations', 'Production Process Optimization', 'Team Leadership']"
Senior Marketing Specialist,amjaad Technology,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Marketing/PR/Advertising,Digital Marketing,['Campaign Management']
Social Media Specialist,United Developments,"New Cairo, Cairo, Egypt",Freelance / Project,Hybrid,Experienced,1 - 3 Yrs of Exp,Marketing/PR/Advertising,Content Creation,"['Digital Marketing', 'Social Media Management']"
Database Administrator (SQL Server & Oracle),WSC,"Giza, Egypt",Full Time,Hybrid,Experienced,2 - 7 Yrs of Exp,IT/Software Development,SQL,"['Oracle Database', 'Microsoft SQL Server', 'SQL Server', 'MS SQL Server', 'Microsoft SQL', 'SQL Server 2012', 'SQL Server 2005', 'ORCALE']"
Administrative Assistant,Gazelle Trade,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Administration,Administration,"['Customer Service/Support', 'Operations/Management', 'Office Administration', 'Time Management', 'Communication', 'Microsoft Office', 'Problem Solving', 'Document Management', 'Teamwork']"
Accountant,ElTarek Group,"Katameya, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,Administration,"['Banking', 'Financial Reporting', 'Analytical Thinking', 'General Ledger Management', 'Accounts Payable and Receivable', 'Budgeting and Forecasting', 'Team Collaboration', 'Attention to Detail']"
Mechanical Engineer,RITEC,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 3 Yrs of Exp,Engineering - Mechanical/Electrical,Mechanical Engineering,"['Engineering', 'Condition Monitoring', 'Condition Machines', 'Thermography', 'Computer Skills', 'Vibration Analysis', 'Ultrasound', 'Lubrication Oil Analysis']"
Sales Manager,Fintech Media,"Alhadra, Alexandria, Egypt",Full Time,Remote,Manager,4 - 10 Yrs of Exp,Accounting/Finance,Sales/Retail,"['CRM', 'Sales', 'Negotiation']"
Chief Accountant,Egypt Kuwait Holding,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,Senior Management,6+ Yrs of Exp,Accounting/Finance,Financial Reporting,"['Budgeting and Forecasting', 'ERP Systems', 'Problem Solving', 'GAAP', 'ERP', 'CMA', 'ACCA']"
Senior IT Specialist,Deutschland Technology Limited,"Obour City, Cairo, Egypt",Full Time,On-site,Experienced,7 - 10 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Computer Science', 'Information Technology (IT)', 'IT', 'Network', 'Software Development', 'computer']"
HR Manager,Gazelle Envelope Manufacturers,"6th of October, Giza, Egypt",Full Time,On-site,Manager,5 - 20 Yrs of Exp,Administration,Human Resources,"['Legal', 'Administration', 'Communication', 'HR', 'Human Resources (HR)', 'Recruitment', 'Human Resources Management', 'Employee Relations']"
Costing Supervisor,Pyramid Poultry,"Alsadat City, Monufya, Egypt",Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Stock Controlling', 'costing', 'Oracle', 'Budgeting', 'Cost Control', 'Communication', 'Multitasking', 'Problem Solving']"
Digital Marketing Manager,Aldabboos Group,"Sheraton, Cairo, Egypt",Full Time,On-site,Manager,7 - 10 Yrs of Exp,Marketing/PR/Advertising,Sales/Retail,"['Media/Journalism/Publishing', 'Digital Marketing', 'E-Marketing', 'Advertising', 'Marketing', 'Social Media', 'Retail Sales', 'SEO']"
General Ledger Accountant,Genpact,"New Cairo, Cairo, Egypt",Full Time,Hybrid,Experienced,3 - 4 Yrs of Exp,Accounting/Finance,General Ledger Accounting,"['Account Reconciliation', 'Financial Reporting', 'ERP Systems', 'Analytical Thinking', 'Attention to Detail', 'Microsoft Excel', 'Time Management', 'Communication']"
Senior Planning Engineer,SHM Industries,"Obour City, Cairo, Egypt",Full Time,On-site,Senior Management,5 - 10 Yrs of Exp,Manufacturing/Production,Engineering - Mechanical/Electrical,"['Engineering - Oil & Gas/Energy', 'Project Scheduling', 'Resource Planning', 'Time Management', 'Problem Solving']"
ERP Consultant,Fixed Solutions,"Sheraton, Cairo, Egypt",Full Time,Hybrid,Experienced,5 - 7 Yrs of Exp,IT/Software Development,Business Process Analysis,"['ERP Implementation', 'System Integration', 'Project Management', 'Workflow Automation', 'Odoo', 'Oracle', 'Problem Solving']"
Senior Budgeting Accountant,Amreyah Cement,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,Analyst/Research,"['Budgeting', 'Financial Analysis', 'Forecasting', 'Variance Analysis', 'Accounting', 'ERP Systems', 'Microsoft Excel', 'Reporting']"
Site Technical Office Engineer - Civil,Construction Management Systems,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Engineering - Construction/Civil/Architecture,Engineering,"['Technical Office', 'Civil Engineering', 'Workshop Drawings', 'English', 'Microsoft Office']"
Site Technical Office Engineer - Architecture,Construction Management Systems,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,4+ Yrs of Exp,Engineering - Construction/Civil/Architecture,Engineering,"['Technical Office', 'Civil Engineering', 'Workshop Drawings', 'English', 'Microsoft Office']"
Finance Manager,Egypt Kuwait Holding,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,Manager,10+ Yrs of Exp,Accounting/Finance,Budgeting and Forecasting,"['Financial Reporting', 'Financial Analysis', 'ERP Systems', 'BOM', 'CMA', 'ACCA']"
Production Engineer,Unistar,"Badr City, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Manufacturing/Production,Manufacturing/Production,"['Engineering - Mechanical/Electrical', 'Engineering - Other', 'Lighting system engineering', 'Engineering', 'Engineering Services', 'Production Engineering', 'Production']"
Account Manager,Televirgins,"Heliopolis, Cairo, Egypt",Full Time,On-site,Manager,2 - 4 Yrs of Exp,Marketing/PR/Advertising,Account Management,"['Team Collaboration', 'Problem Solving', 'Presentation Skills']"
Accountant,Agrovine Egypt,"Wadi Alnatrun, Beheira, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,Administration,"['Accounts Payable and Receivable', 'Accounting Software Proficiency']"
HR Manager,GMC Contracting,"Cairo, Egypt",Full Time,On-site,Experienced,10 - 15 Yrs of Exp,Administration,Human Resources,"['Operations/Management', 'Human Resources Management', 'Employee Relations', 'HR Policy Development', 'Human Resources', 'Talent acquisition', 'Talent Development', 'Talent assessment']"
Quality Control Engineer,Confidential,"Mokattam, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,Quality,"['Engineering', 'Quality Control', 'Quality Assurance', 'Problem Solving']"
Secretary,Orbit technology,"Madina, Saudi Arabia",Full Time,On-site,Experienced,0 - 20 Yrs of Exp,Administration,Operations/Management,"['Organization', 'Communication', 'Attention to Detail', 'Adaptability', 'Multitasking', 'Discretion']"
Customer Service Manager,Confidential,"New Cairo, Cairo, Egypt",Full Time,On-site,Manager,4 - 7 Yrs of Exp,Administration,Customer Service/Support,"['Operations/Management', 'Customer Relations', 'Conflict Resolution', 'Problem Analysis', 'Creative Thinking', 'Strategic Thinking', 'Real Estate Sales', 'Executive Management']"
Senior Accountant,Confidential,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,3 - 10 Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Administration', 'Financial Reporting', 'Accounting Software Proficiency', 'Tax Compliance', 'Audit Coordination', 'Budgeting and Forecasting']"
Sales Coordinator,EGYTRAFO,"Badr City, Cairo, Egypt",Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Sales/Retail,Computer Skills,"['Customer Service', 'Sales', 'Coordinator', 'Communication']"
IT Executive,EFS Facilities Services,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,5 - 7 Yrs of Exp,IT/Software Development,Systems Administration,"['IT Infrastructure Management', 'Network Troubleshooting', 'Technical Support', 'Cybersecurity', 'Problem Solving', 'IT Policy Development', 'Cloud Computing']"
Social Media Specialist,realme,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,2+ Yrs of Exp,Marketing/PR/Advertising,Media/Journalism/Publishing,"['Social Media', 'Content Creation', 'Communication', 'Negotiation', 'Multitasking', 'Problem Solving']"
Cyber Security Engineer,Informatique Education,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,3 - 8 Yrs of Exp,IT/Software Development,Network Security,"['Penetration Testing', 'Firewall Management', 'Incident Response', 'Security Awareness Training']"
Accountant,ASC for Construction and Engineering,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,4 - 6 Yrs of Exp,Accounting/Finance,Bank Reconciliation,"['Financial Reporting', 'Accounts Payable and Receivable', 'Communication Skills', 'Excel Expertise', 'Project Accounting']"
Human Resources Generalist,krass construction,"Katameya, Cairo, Egypt",Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Administration,Human Resources,"['Human Resources', 'Recruitment', 'Performance Management', 'Employee Relationship', 'Employment Law', 'Compensation', 'HR', 'HRMS']"
Python - Django Full-Stack Developer,Software House Solution,"Heliopolis, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 4 Yrs of Exp,IT/Software Development,Engineering - Other,"['Python', 'Django', 'JavaScript', 'HTML5', 'CSS3', 'React', 'SQL', 'Git']"
Senior Android Developer,34ML,"Heliopolis, Cairo, Egypt",Full Time,Hybrid,Experienced,3 - 5 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Android', 'Information Technology (IT)', 'REST', 'JSON', 'Maintenance', 'Mobile application', 'Software', 'Computer Science']"
SQL Developer,HITS Solutions,"Nasr City, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Software Development', 'SQL', 'Database Development', 'Troubleshooting', 'Analytical Thinking', 'Database Security']"
Accounting Manager,DAOUD Construction,"Cairo, Egypt",Full Time,On-site,Manager,15+ Yrs of Exp,Accounting/Finance,Operations/Management,"['Financial Reporting', 'Budgeting and Forecasting', 'Problem Solving', 'Accounting Software Proficiency', 'Team Leadership', 'Internal Controls', 'Accounts Payable/Receivable Management', 'Analytical Thinking']"
Light Current Engineer,Cairo Communication Systems (CCS),"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced,2 - 8 Yrs of Exp,Installation/Maintenance/Repair,Engineering - Mechanical/Electrical,"['CCTV', 'Light Current', 'Engineering', 'Electrical Engineering', 'AutoCAD', 'English', 'Electronics', 'CCNA']"
chief financial officer (CFO),Riadco 2000,"Obour City, Cairo, Egypt",Full Time,On-site,Senior Management,15 - 20 Yrs of Exp,Accounting/Finance,C-Level Executive/GM/Director,"['Financial analysis', 'Budgeting', 'Time management', 'ERP systems']"
System Administrator,Mahgoub Group,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Installation/Maintenance/Repair,IT/Software Development,"['Engineering - Telecom/Technology', 'Communication', 'Communication skills', 'computer', 'System Administration', 'Engineering', 'Information Technology (IT)', 'system']"
Production Engineer,MEDIC,"Alsadat City, Monufya, Egypt",Full Time,On-site,Experienced,1 - 2 Yrs of Exp,Manufacturing/Production,Engineering - Mechanical/Electrical,"['Engineering - Other', 'Quality assurance', 'Process improvement', 'Equipment maintenance']"
HR Personnel Specialist - October,FRIDAL,"6th of October, Giza, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Human Resources,Microsoft Office,"['Human Resources (HR)', 'Computer Skills', 'Attendance System', 'Hiring', 'Employee Personnel', 'Employees Contracts', 'Recruitment', 'Personnel']"
L&D Manager,BTC-Egypt Gold,"Heliopolis, Cairo, Egypt",Full Time,On-site,Manager,10+ Yrs of Exp,Training/Instructor,Learning and Development,"['Training Delivery', 'Project Management', 'Instructional Design', 'E-learning Development', 'Performance Management', 'Communication', 'Facilitation']"
Mechanical Tender Engineer,Nasr City For Trading and Contracting (NCTC),"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,3 - 4 Yrs of Exp,Engineering - Mechanical/Electrical,Tender preparation,"['Mechanical estimation', 'Communication', 'Negotiation', 'Engineering', 'Engineering Services', 'Tendering']"
Senior Accountant,Electric Charge,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Accounting', 'Financial Accounting', 'financial analysis', 'Odoo ERP', 'Odoo Development', 'Financial Management', 'Accounts Receivable', 'Accounts Payable']"
Planning Engineer,Meta Dimension Concepts - Global Integrated,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Engineering - Construction/Civil/Architecture,Primavera P6,"['MS Office.', 'Work Planning', 'Engineering Services', 'Software Engineering', 'Engineering Service', 'Engineering Field', 'Architectural Engineering', 'Project Management']"
Backend Engineer (Laravel),Al RAZI,"Sheikh Zayed, Giza, Egypt",Full Time,Hybrid,Experienced,3 - 5 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Software Development', 'Laravel', 'Problem Solving', 'Collaboration', 'backend developer', 'SQL', 'Microsoft SQL Server', 'PACS']"
Cost and Budget Accountant,Confidential,"Tebin, Cairo, Egypt",Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Accounting/Finance,Operations/Management,"['Manufacturing/Production', 'Accounting', 'Commerce', 'analytical', 'Cost', 'Cost Accounting', 'ERP', 'Finance']"
Operation Internal Audit Specialist,Option Travel,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced,3 - 9 Yrs of Exp,Operations/Management,Operations Management,['audit']
Network Instructor,MICA,"Haram, Giza, Egypt",Full Time,On-site,Entry Level,0 - 1 Yrs of Exp,IT/Software Development,Education/Teaching,"['Training/Instructor', 'Computer Science', 'Teaching', 'Information Technology (IT)', 'Electronics', 'Engineering', 'Network', 'Networking']"
Digital Marketing Manager,Roaya,"Maadi, Cairo, Egypt",Full Time,On-site,Manager,5 - 10 Yrs of Exp,Marketing/PR/Advertising,Sales/Retail,"['Media/Journalism/Publishing', 'Marketing', 'Digital Marketing', 'Digital Advertising', 'Google Ads', 'Facebook ads', 'online marketing', 'advertising']"
Receptionist,Abuhetta,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 4 Yrs of Exp,Administration,Customer Service/Support,"['Operations/Management', 'Reception', 'Administration', 'Operations Management', 'Sales Operations', 'receptionist']"
Account Manager,Arrows,"6th of October, Giza, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Customer Service/Support,Marketing/PR/Advertising,"['Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Customer Support', 'Advertising', 'Problem Solving']"
IOS Developer,MOBILY INFOTECH LTD INDIA,"New Cairo, Cairo, Egypt",Full Time,Hybrid,Experienced,5 - 8 Yrs of Exp,Engineering - Telecom/Technology,iOS Development,"['CI/CD', 'UI/UX Design', 'API']"
Junior Accountant,Al Ahly Medical Company,"Giza, Giza, Egypt",Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,Accounting/Finance,Administration,"['Banking', 'Accounting', 'Finance', 'Financial Management', 'Commerce', 'Microsoft Office', 'Computer Skills', 'Communication skills']"
Junior Odoo Implementer,ITSS,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 1 Yrs of Exp,Accounting/Finance,IT/Software Development,"['Odoo ERP', 'User Training', 'Problem Solving', 'Client Communication', 'Technical Documentation', 'Team Collaboration', 'Attention to Detail', 'Business Process Analysis']"
Audit Manager,Kreston,"Maadi, Cairo, Egypt",Full Time,On-site,Manager,10 - 15 Yrs of Exp,Accounting/Finance,Quality,"['Audit Management', 'Financial Analysis', 'Team Leadership', 'Risk Assessment', 'Client Relationship Management', 'Internal Controls Evaluation', 'Report Writing', 'Problem Solving']"
Receptionist,Inspire company,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced,3 - 4 Yrs of Exp,Administration,Administration,"['Communication', 'Multitasking', 'Organization', 'Time management', 'Problem-solving', 'Microsoft Office proficiency', 'Attention to detail', 'Professionalism']"
Cost Accountant,Alsabbahi for investment & development,"Mansoura, Dakahlia, Egypt",Full Time,On-site,Manager,5+ Yrs of Exp,Accounting/Finance,Administration,"['Banking', 'Budgeting and Forecasting', 'Internal Controls', 'Analytical Thinking', 'Attention to Detail', 'Problem Solving', 'Communication', 'Financial Reporting']"
E- Commerce Coordinator / Specialist,Bluebell Pharmaceuticals,"Maadi, Cairo, Egypt",Full Time,Hybrid,Experienced,1 - 4 Yrs of Exp,Customer Service/Support,Marketing/PR/Advertising,"['Sales/Retail', 'E-Commerce Management', 'Content Management', 'Communication', 'Customer Service', 'Digital Marketing', 'Online Merchandising', 'market places']"
Financial Manager,جراب الحاوي,"Zagazig, Sharqia, Egypt",Full Time,On-site,Senior Management,10 - 15 Yrs of Exp,Accounting/Finance,Financial Analysis,"['Forecasting', 'Financial Reporting', 'Budgeting', 'Regulatory Compliance', 'Risk Management', 'Cash Flow Management', 'Leadership', 'Analytical Thinking']"
Senior Accounts Receivable Accountant,Confidential,"Cairo, Egypt",Full Time,On-site,Experienced,4 - 5 Yrs of Exp,Accounting/Finance,Accounting/Finance,"['ERP Systems', 'Microsoft Excel', 'Accounts Receivable Management']"
Lab & Food Safety Supervisor,AJE,"Giza, Egypt",Full Time,On-site,Experienced,7 - 10 Yrs of Exp,Manufacturing/Production,Manufacturing/Production,"['Agriculture', 'FMCG', 'Quality Control', 'Manufacturing', 'Quality Assurance', 'Food Safety Management System', 'HACCAP', 'Beverages', 'BRC']"
Accountant Supervisor,gosupps,"New Cairo, Cairo, Egypt",Full Time,On-site,Manager,5 - 7 Yrs of Exp,Accounting/Finance,Administration,"['Financial Reporting', 'Account Reconciliation', 'General Ledger Management', 'Budgeting and Forecasting', 'Accounts Payable and Receivable', 'Audit Support', 'Analytical Thinking', 'Attention to Detail']"
Mechanical Site Supervision Engineer,ECO-AKS,"Garden City, Cairo, Egypt",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Engineering - Other,Engineering - Other,"['Technical Drawing Review', 'Mechanical Supervision', 'HVAC Systems', 'Fire Protection Systems', 'Plumbing Design', 'Problem Solving', 'Project Management', 'Communication']"
HR Director,Sakr Group,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site,Senior Management,10+ Yrs of Exp,Administration,Human Resources,"['Operations/Management', 'Human Resources (HR)', 'Human Resources Development', 'HR Compliance', 'Talent Acquisition', 'Strategic HR Leadership']"
Product Owner,Fixed Solutions,"Cairo, Egypt",Full Time,Hybrid,Experienced,2 - 5 Yrs of Exp,IT/Software Development,Project/Program Management,"['Engineering - Telecom/Technology', 'Requirements Gathering', 'Product Management', 'Information Security', 'Technical Documentation', 'Problem Solving', 'Agile Methodologies', 'Analytical Thinking']"
Proposal Engineer,IETOS,"Sheraton, Cairo, Egypt",Full Time,On-site,Experienced,3 - 8 Yrs of Exp,Engineering - Mechanical/Electrical,Engineering - Other,"['Water Treatment Engineering', 'Communication', 'Project Scheduling', 'Tender Analysis', 'Proposal Development', 'MS Office Proficiency', 'Technical Writing']"
Chief Accounting Officer,Megatrade Misr,"Maadi, Cairo, Egypt",Full Time,On-site,Senior Management,10+ Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Financial Reporting', 'Accounting Software', 'Accounting', 'Financial Accounting', 'Accounts Payable', 'Treasury Accounting', 'Communication']"
Logistic Supervisor,Zeta Pharma,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Logistics/Supply Chain,Logistics/Supply Chain,"['Communication', 'Logistics Management', 'Team Leadership', 'Problem Solving', 'Supply Chain Optimization']"
General Accountant,Saudi-firmness,"Katameya, Cairo, Egypt",Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Accounting/Finance,Engineering - Construction/Civil/Architecture,"['Engineering - Other', 'Financial Reporting', 'ERP Systems', 'Microsoft Excel', 'SAP']"
Financial Manager,ComeX Engineering Company,"6th of October, Giza, Egypt",Full Time,On-site,Manager,20+ Yrs of Exp,Accounting/Finance,Operations/Management,"['Financial analysis', 'Financial reporting', 'ERP systems', 'Strategic planning', 'Risk management', 'Communication']"
Receptionist,Turath Real Estate,"Obour City, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,Administration,Administration,"['Customer Service/Support', 'Operations/Management', 'Reception management', 'Customer service', 'Communication', 'Multitasking', 'Organization', 'Microsoft Office', 'Time management']"
Sales Account Manager,Confidential,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,5 - 7 Yrs of Exp,IT/Software Development,Account Management,"['Sales Strategy', 'Market Analysis', 'Networking', 'Network Infrastructure', 'Telecommunication', 'Telecom', 'Telecommunication Engineering', 'Sales']"
Cost Accountant,El Nasr Group,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced,4 - 6 Yrs of Exp,Engineering - Construction/Civil/Architecture,Cost Accounting,"['Variance Analysis', 'Inventory Management', 'Excel (Advanced)', 'Odoo ERP', 'Engineering', 'Construction Engineering', 'ERP Systems (SAP/Oracle)', 'Budgeting']"
Vehicle Operations Specialist,Egypt Teda,"Ain Sokhna, Suez, Egypt",Full Time,On-site,Experienced,3 - 7 Yrs of Exp,Administration,Operations/Management,"['Fleet Management', 'Vehicle Maintenance', 'Problem Solving', 'Time Management', 'Communication', 'Logistics Coordination', 'Operations Management', 'Administration']"
Finance Manager,MK Enterprise,"Downtown, Cairo, Egypt",Full Time,On-site,Manager,8 - 10 Yrs of Exp,Accounting/Finance,Financial Analysis,"['Budgeting and Forecasting', 'Financial Reporting', 'Team Leadership', 'Strategic Planning', 'Risk Management', 'Accounting', 'ERP Systems', 'Analytical Thinking']"
Senior Cost Management Engineer,Mashareq,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,5+ Yrs of Exp,Engineering - Construction/Civil/Architecture,Project/Program Management,"['Engineering - Mechanical/Electrical', 'Cost Management', 'Cost Control Systems', 'Quantity Surveying', 'Budgeting & Forecasting', 'Financial Analysis & Reporting', 'P&L Management', 'MS Project']"
